15:28:46.820 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/userIdsv2],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getUserIdsByIds(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.820 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/signin],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.login(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.820 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/detail],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getUserDetilByLogin(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.821 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/elcmUserIdsv2],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getUsersByIdsElcm(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.822 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/app/update],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.VersionController_app1.getVersionUpdate(java.lang.String)
15:28:46.822 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public java.lang.String com.sl.ylyy.common.Interceptor.ErrorPageController.error()
15:28:46.828 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/deleteFileById]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.deleteFileById(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.829 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_detail]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_detail(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.829 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_list(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.830 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.add_project(java.lang.String)
15:28:46.836 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_check],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_check(java.lang.String)
15:28:46.836 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_before_check_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_before_check_data(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.837 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_settlement_type_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_settlement_type_list(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.837 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_before_check],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_before_check(java.lang.String)
15:28:46.839 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_contract_amount]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_contract_amount(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.839 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_early_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_early_data(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.839 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/loadmore_project_settlement]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.loadmore_project_settlement(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.840 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/construction_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.construction_data(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.840 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_check_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_check_data(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.840 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_start_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_start_data(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.840 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_settlement],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_settlement(java.lang.String)
15:28:46.846 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_early],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_early(java.lang.String)
15:28:46.846 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_settlement_detail]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_settlement_detail(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.847 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_start],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_start(java.lang.String)
15:28:46.847 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/start_supervision]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.start_supervision(int)
15:28:46.847 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_type_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_type_list(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.848 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/start_before_check]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.start_before_check(int)
15:28:46.853 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_dismiss]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_dismiss(java.util.Map<java.lang.String, java.lang.Object>)
